word,phonetic,translation,frq
analyze,'ænәlaiz,"vt. 分析, 细察, 分解\n[机] 分析",2316
anarchist,'ænәkist,n. 无政府主义者\n[法] 无政府主义者,15254
anatomy,ә'nætәmi,"n. 剖析, 解剖学, 骨骼, 结构\n[医] 解剖学, 解剖",8160
ancestor,'ænsestә,"n. 祖先, 祖宗",4137
ancestral,æn'sestrәl,"a. 祖先的, 祖传的\n[法] 祖先的, 祖传的",8966
ancestry,'ænsestri,"n. 祖先, 世系, 名门出身",10801
anecdotal,",ænek'dәutl","a. 轶事的, 爱谈奇闻轶事的, 多轶事的",10309
anecdote,'ænikdәut,"n. 轶事, 奇闻",8925
anesthesia,.ænis'θi:ziә,"n. 麻醉, 麻木\n[化] 麻醉; 失去知觉",12058
anesthetic,.ænis'θetik,"n. 麻醉剂, 麻药\na. 麻醉的",19234
angle,'æŋgl,"n. 角, 角度, 角落\nvi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度\nvt. 使转动角度, 在...钓鱼, 获取",2989
anguish,'æŋgwiʃ,"n. 剧痛, 痛苦\nvt. 使极痛苦\nvi. 感到痛苦",8411
angular,'æŋgjulә,"a. 有角的, 消瘦的, 有尖角的, 生硬的\n[医] 角的, 角形的",10062
animated,'ænimeitid,"a. 活生生的, 能活动的, 活泼的, 欢快的",6729
animosity,.æni'mɒsiti,"n. 仇恨, 憎恶, 敌意",11656
annex,ә'neks,"n. 附加物, 附属建筑物\nvt. 附加, 盖(印), 并吞",14676
annihilate,ә'naiәleit,"vt. 消灭, 废止",15407
annotate,'ænәuteit,"v. 作注解, 注释\n[计] 注释",22649
announce,ә'nauns,"vt. 宣布, 声称, 显示, 预告\nvi. 当报幕员, 宣布参加竞选",1163
announcement,ә'naunsmәnt,"n. 公告, 发表, 告知\n[经] 通告, 布告, 公告",3604
announcer,ә'naunsә,"n. 节目报告员, 宣告者",7512
annoy,ә'nɒi,"vt. 使恼怒, 骚扰",9844
annoying,ә'nɒiiŋ,"a. 恼人的, 讨厌的",8290
annual,'ænjuәl,"n. 年刊, 年报\na. 每年的, 一年一次的, 全年的, 一年生的",1361
annually,'ænjuәli,"adv. 一年一次, 每年\n[经] 年度的, 每年的",4025
annul,ә'nʌl,"vt. 废除, 宣告无效, 取消\n[经] 撤销, 宣告无效",21724
anomalous,ә'nɒmәlәs,"a. 不规则的, 反常的\n[医] 异常的, 反常的",16778
anomaly,ә'nɒmәli,"n. 不规则, 反常事物, 畸形\n[医] 异常, 反常",8881
anonymous,ә'nɒnimәs,"a. 姓氏不详的, 无名的, 无特色的\n[计] 无记录",4318
antagonism,æn'tægәnizm,"n. 对立, 敌对, 敌意\n[化] 拮抗作用; 消效作用",13988
antagonist,æn'tægәnist,"n. 敌手, 对手\n[化] 对抗物; 拮抗物; 反协同剂; 反协同试剂",15957
antagonize,æn'tægәnaiz,"vt. 使对抗, 使敌对, 反对\nvi. 引起反抗",17720
Antarctica,ænt'ɑ:ktikә,n. 南极洲,0
antedate,"'ænti,deit","vt. 先于, 前于\n[经] 提前日期(比实际毋早的日期)",39293
anthem,'ænθәm,"n. 圣歌, 赞美诗",9491
anthology,æn'θɒlәdʒi,"n. 选集, 诗选",10276
anthropology,.ænθrә'pɒlәdʒi,n. 人类学\n[医] 人类学,6736
antibiotic,.æntibai'ɒtik,n. 抗生素\na. 抗生的,5080
anticipate,æn'tisipeit,"vt. 预期, 占先, 加速, 提前使用\n[医] 提前出现, 先期发生",3187
anticipation,æn.tisi'peiʃәn,"n. 预期, 预料\n[医] 提前出现(如遗传病)",6188
antipathy,æn'tipәθi,"n. 厌恶, 反感\n[医] 反感, 厌恶; 相克疗法",17759
antiquate,'æntikweit,"vt. 使古旧, 废弃",0
antiquated,'æntikweitid,"a. 陈旧的, 过时的, 年老的",14392
antique,æn'ti:k,"n. 古董, 古物\na. 古老的, 古风的, 旧式的, 过时的",5748
antiquity,æn'tikwәti,"n. 古老, 古代, 古代人, 古物",8706
antiseptic,.ænti'septik,"n. 抗菌剂, 防腐剂\na. 抗菌的, 防腐的",17931
anxiety,æŋ'zaiәti,"n. 焦虑, 忧虑, 令人焦虑的事\n[医] 焦虑",2467
anxious,'æŋʃәs,"a. 忧虑的, 发愁的, 渴望的",3827
apathetic,.æpә'θetik,"a. 缺乏感情的, 无动于衷的, 缺乏兴趣的\n[医] 无情[感]的, 淡漠的",19822
ape,eip,n. 无尾猿\n[计] 应用程序评价,8577
aperture,'æpә.tjuә,"n. 孔, 缝隙, 孔径\n[计] 窗孔; 小孔",12567
apex,'eipeks,"n. 顶, 尖端, 最高潮\n[医] 尖, 尖端",13391
apologize,ә'pɒlәdʒaiz,"vi. 道歉, 辩解",3739
apology,ә'pɒlәdʒi,"n. 道歉, 辩护\n[法] 道歉, 谢罪, 辩解者",4944
apostasy,ә'pɒstәsi,"n. 叛教, 变节, 脱党\n[法] 叛教, 背教, 脱党",27980
appall,ә'pɒ:l,"vt. 使丧胆, 使惊骇",12646
apparel,ә'pærәl,"n. 衣服, 外表\nvt. 使穿衣, 装饰",8945
appeal,ә'pi:l,"n. 恳求, 诉请, 上诉, 吸引力\nvi. 呼吁, 诉请, 要求, 上诉, 有吸引力\nvt. 将...上诉",1852
appealing,ә'pi:liŋ,"a. 有感染力的, 动人的, 恳求的",7033
appear,ә'piә,"vi. 出现, 显得, 来到\n[法] 出庭, 到案, 出现",395
appetite,'æpitait,"n. 食欲, 欲望, 爱好\n[医] 食欲",5205
applaud,ә'plɒ:d,"v. 拍手喝彩, 称赞, 赞同",5722
appliance,ә'plaiәns,"n. 器械, 用具, 应用\n[医] 矫正器; 器",6043
applicant,'æplikәnt,"n. 申请者\n[经] 申请人, 请求人, 谋事人",5512
application,.æpli'keiʃәn,"n. 应用, 申请, 志愿书, 应用程序\n[计] 应用, 应用程序",1519
apply,ә'plai,"vt. 涂, 应用\nvi. 申请, 适用",938
appoint,ә'pɒint,"vt. 任命, 指定, 下令\n[法] 派, 派任, 任命",3172
appointment,ә'pɒintmәnt,"n. 约会, 委任的职位, 委派\n[经] 任命, 派, 指定",3021
apportion,ә'pɒ:ʃәn,"vt. 分配, 分摊, 分派\n[法] 分派, 分摊, 分配",22067
appraisal,ә'preizәl,"n. 评价, 估价\n[经] 评价, 评估",7757
appraise,ә'preiz,"vt. 评价, 估价\n[经] 评价, 鉴定",13123
appreciable,ә'pri:ʃiәbl,"a. 可感知的, 可评估的",20337
appreciate,ә'pri:ʃieit,"vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏\nvi. 增值, 涨价",1738
appreciation,ә.pri:ʃi'eiʃәn,"n. 感激, 赏识, 鉴别\n[经] 涨价, 增值",4322
apprehend,.æpri'hend,"vt. 理解, 忧虑, 逮捕\nvi. 担心, 理解",11622
apprehension,.æpri'henʃәn,"n. 理解, 忧惧, 逮捕\n[医] 领会",9457
apprentice,ә'prentis,"n. 学徒, 生手\nvt. 使做学徒",8593
approach,ә'prәutʃ,"n. 接近, 入门\nvt. 接近, 近似, 找...商量\nvi. 靠近",750
approaching,,v. 进场；侵入；接近（approach的ing形式）,12934
appropriate,ә'prәupriәt,"a. 适当的\n[经] 适当的, 拨出, 占用",1493
appropriation,әprәupri'eiʃәn,"n. 拨用, 挪用, 拨款\n[经] 拨款, 挪用",6526
approval,ә'pru:vl,"n. 赞成, 批准\n[化] 核准",2549
approve,ә'pru:v,"vt. 赞同, 核准, 为...提供证据\nvi. 赞许",2053
approximate,ә'prɒksimәt,"a. 大约的, 接近的, 近似的\nvt. 接近, 使接近, 粗略估计\nvi. 接近于",11835
approximately,ә'prɒksimәtli,"adv. 大约, 大致, 近于\n[经] 大约, 近似",2365
apt,æpt,"a. 有...倾向的, 易于的, 恰当的, 聪明的\n[计] 自动数控语言, 自动图象传输, 自动程序控制, 自动程序设计工具",6999
aptitude,'æptitju:d,"n. 资质, 才能, 自然倾向\n[医] 资质, 才能",12448
aptly,'æptli,"adv. 适当地, 适宜地",11756
aquamarine,.ækwәmә'ri:n,"n. 海蓝宝石, 浅绿色\n[化] 海蓝宝石",24576
aquarium,ә'kwєәriәm,"n. 水族馆, 养鱼池, 水草缸\n[医] 培养缸",10321
aquatic,ә'kwætik,"n. 水生动物, 水生植物\na. 水生的, 水中的, 水上的",8203
arable,'ærәbl,"a. 适于耕种的, 可耕的",21874
arbitrary,'ɑ:bitrәri,"a. 任意的, 武断的, 专治的, 霸道的",7545
arbitration,.ɑ:bi'treiʃәn,"n. 仲裁, 公断\n[计] 仲裁",8897
arbitrator,'ɑ:bitreitә,"n. 仲裁人, 公断者\n[经] 公断人, 仲裁人",16096
arboreal,ɑ:'bәuriәl,"a. 树的, 栖于树木的\n[医] 树的, 树上生活的",29842
arc,ɑ:k,"n. 弧, 弧形, 弓形, 弧光\n[化] 弧",5923
arch,ɑ:tʃ,"n. 拱门, 拱形, 足弓\nvt. 使成弓形\nvi. 拱起, 成弓形\na. 主要的, 调皮的, 傲慢无礼的, 狡猾的",6326
archaeological,.ɑ:kiә'lɒdʒikl,"a. 考古学的, 考古学上的",6992
archaeology,.ɑ:ki'ɒlәdʒi,n. 考古学,8477
archaic,ɑ:'keiik,"a. 古体的, 过时的, 古老的, 古代的\n[医] 原始的, 古代的",13117
archipelago,.ɑ:ki'pelәgәu,"n. 群岛, 多岛屿的海",14572
architect,'ɑ:kitekt,"n. 建筑师, 设计者, 缔造者",3365
architectural,.ɑ:ki'tektʃәrәl,"a. 有关建筑的, 建筑学的",5276
architecture,'ɑ:kitektʃә,"n. 建筑学, 建筑式样\n[计] 体系结构",3509
arctic,'ɑ:ktik,"a. 北极的, 极寒的\nn. 北极圈, 北极",6116
ardent,'ɑ:dnt,"a. 热心的, 激动的, 燃烧般的\n[医] 灼热的; 热心的",10839
ardor,'ɑ:dә,"n. 热忱, 热情, 情欲, 激情, 灼热\n[医] 灼热; 热心",20355
arduous,'ɑ:djuәs,"a. 费力的, 努力的, 险峻的",12441
arena,ә'ri:nә,"n. 角斗场, 舞台, 场地\n[医] 尿沉渣, 尿沙; 脑沙",3590
aria,'ɑ:riә,"n. 独唱特写镜头, 咏叹调",15746
arid,'ærid,"a. 干燥的, 不毛的",10724
arise,ә'raiz,"vi. 站立, 出现, 起来",2581
aristocrat,'æristәkræt,n. 贵族,14099
arithmetic,ә'riθmәtik,"n. 算术, 算术知识\n[机] 算术; 算术的",11378
armament,'ɑ:mәmәnt,"n. 军备, 军队, 武器\n[机] 武器",16549
armor,'ɑ:mә,"n. 盔甲, 潜水服, 装甲\nvt. 为...装甲",5785
armored,'ɑ:mәd,a. 装甲的,8233
armory,'ɑ:mәri,"n. 纹章, 纹章学, 军械库, 兵工厂\n[机] 军械库",23703
arms,ɑ:mz,"n. 武器, 军事行动\n[机] 武器, 军械, 枪械",0
aroma,ә'rәumә,"n. 浓香, 香气\n[医] 香气, 芳香气",8323
aromatic,.ærәu'mætik,a. 芬芳的\n[医] 芳香的; 芳香剂,14060
arouse,ә'rauz,"vt. 唤醒, 鼓励, 引起\nvi. 醒来",7151
arraign,ә'rein,"vt. 提讯, 传讯, 责难\n[法] 传讯, 提审, 控告",23132
arrange,ә'reindʒ,"v. 安排, 排列, 达成协议\n[计] 重排",2216
arrangement,ә'reindʒmәnt,"n. 排列, 整齐, 安排\n[计] 排列",2357
array,ә'rei,"n. 排列, 衣服, 大批, 军队\nvt. 布署, 打扮, 排列\n[计] 数组; 阵列",3554
arrest,ә'rest,"n. 逮捕, 监禁\nvt. 拘捕, 抑制, 吸引, 阻止",2140
arrogance,'ærәgәns,"n. 傲慢态度, 自大",8202
arrogant,'ærәɡәnt,"a. 自大的, 傲慢的",7597
arsenal,'ɑ:snәl,"n. 兵工厂, 军械库\n[机] 兵工厂",7399
artery,'ɑ:tәri,"n. 动脉, 干道, 要道\n[医] 动脉",5962
arthritis,ɑ:'θraitis,n. 关节炎\n[医] 关节炎,7377
article,'ɑ:tikl,"n. 文章, 冠词, 物品, 物件, 条款, 契约\n[计] 信件",731
articulate,ɑ:'tikjulit,"a. 发音清晰的, 口才好的\nvt. 明白地说, 以关节连接, 使成为系统的整体",4865
artifact,'ɑ:tifækt,"n. 人工制品\n[医] 人为现象, 人工产物",4559
artificial,.ɑ:ti'fiʃәl,"a. 人造的, 假的, 非原地产的\n[医] 人工的, 人造的, 伟牟",4003
artisan,.ɑ:ti'zæn,"n. 工匠, 技工\n[经] 熟练技术工, 匠人",9296
ascend,ә'send,"vi. 上升, 追溯, 登高\nvt. 攀登",9518
ascending,ә'sendiŋ,"a. 上升的, 向上的\n[计] 递增",14959
ascent,ә'sent,"n. 上升, 提高, 攀登, 上坡路",10299
ascertain,.æsә'tein,"vt. 确定, 查明\n[法] 查明, 弄清, 确定",9571
ascetic,ә'setik,"n. 苦行者, 禁欲者, 修道者\na. 苦行的, 禁欲的",18114
ascribe,ә'skraib,"vt. 归因于, 归咎于\n[法] 归咎于",10907
aspect,'æspekt,"n. 外观, 方面, 面貌, 方向\n[医] 方面, 局面; 外观",1357
aspersion,ә'spә:ʃәn,"n. 诽谤, 中伤, 洒水\n[医] 喷洒[法]",27487
asphalt,'æsfælt,n. 柏油\na. 用柏油铺成的\nvt. 以柏油铺,8302
aspiration,.æspә'reiʃәn,"n. 热望, 志向, 渴望\n[医] 吸入; 吸[引], 吸引术",5607
aspire,ә'spaiә,"vi. 渴望, 立志于",7829
aspiring,ә'spaiәriŋ,"a. 有抱负的, 有志气的",10911
assail,ә'seil,"vt. 攻击, 质问\n[法] 攻击, 袭击, 著手解决",15900
assassin,ә'sæsin,"n. 暗杀者, 刺客\n[法] 暗杀者, 行刺者",8830
assassinate,ә'sæsineit,"vt. 暗杀, 行刺\n[法] 暗杀, 行刺, 中伤",8844
assault,ә'sɒ:t,"n. 攻击, 袭击\nvt. 袭击, 攻击\nvi. 发动攻击",2860
assemblage,ә'semblidʒ,"n. 集合, 装配, 一群人\n[法] 配合, 集合, 集合物",11966
assemble,ә'sembl,"vt. 集合, 收集, 装配\nvi. 集合\n[计] 汇编",3557
assembly,ә'sembli,"n. 与会者, 集会, 装配, 组件\n[化] 装配",3965
assert,ә'sә:t,"vt. 主张, 坚称, 断言\n[法] 宣称, 断言, 维护",3147
assess,ә'ses,"vt. 估定, 对...征税, 评定\n[经] 估计, 估价, 确定(税款罚款等)的金额",2042
assessment,ә'sesmәnt,"n. 评估, 估定, 评定的款额\n[化] 评估",1552
asset,'æset,"n. 资产, 有益的东西",2094
assiduous,ә'sidjuәs,"a. 勤勉的, 刻苦的",30389
assign,ә'sain,"vt. 分配, 指派, 赋值\n[计] 赋值",2611
assignment,ә'sainmәnt,"n. 分配, 功课, 任务, 转让, 归因, 陈述\n[计] 赋值",3128
assimilate,ә'simileit,"vt. 使同化, 吸收, 使相拟, 把...比作\nvi. 被吸收, 被同化",9426
assist,ә'sist,"n. 帮助, 协助\nvt. 帮助, 促进\nvi. 协助, 参加",2475
assistance,ә'sistәns,"n. 协助, 援助\n[经] 援助, 帮助",2081
assistant,ә'sistәnt,"n. 助手, 助理, 助教\na. 有帮助的, 辅助的, 助理的",2706
assistantship,ә'sistәnt-ʃip,n. (大学)研究生助教奖学金,29344
associate,ә'sәuʃieit,"n. 同伴, 伙伴, 关联的事物\nvt. 使联合, 使发生联系\nvi. 交往\n[计] 关联",1354
association,ә.sәuʃә'eiʃәn,n. 协会\n[计] 关联,1859
assorted,ә'sɒ:tid,"a. 各种各样的, 分类的",9756
assortment,ә'sɒ:tmәnt,"n. 分类, 各种各样\n[医] [遗传]配列",8790
assuage,ә'sweidʒ,"vt. 平息, 缓和, 减轻",16696
assume,ә'sju:m,"vt. 假定, 承担, 呈现\nvi. 装腔作势, 僭越",1091
assumption,ә'sʌmpʃәn,"n. 假定, 自负, 担任, 假装\n[经] 假定, 承担",2606
assure,ә'ʃuә,"vt. 保证, 使确信, 弄清楚, 担保\n[法] 确信, 保证, 保障",2571
assuredly,ә'ʃuәridli,"adv. 确实地, 无疑地, 确信地",20165
asteroid,'æstәrɒid,"n. 小行星, 海盘车\na. 星状的",6181
astonish,ә'stɒniʃ,vt. 使惊讶,12542
astonished,,a. 吃惊的,11076
astonishing,ә'stɒniʃiŋ,a. 令人惊讶的,6500
astound,ә'staund,"vt. 使惊骇, 使大惊",12802
astounding,ә'staundiŋ,a. 令人惊骇的,15438
astronomer,ә'strɒnәmә,n. 天文学家,3744
astronomical,.æstrә'nɒmikl,"a. 天文学的, 庞大的",7059
astronomy,ә'strɒnәmi,n. 天文学,6469
astute,ә'stju:t,"a. 敏锐的, 狡猾的",13115
asymmetrical,,"a. 不对称的, 偏位的\n[计] 非对称的, 不对称的",16182
atheism,'eiθiizm,n. 无神论,19451
atheist,'eiθiist,n. 无神论者,12603
athlete,'æθli:t,"n. 运动员, 运动选手\n[医] 运动员",1600
atmosphere,'ætmәsfiә,"n. 大气, 空气, 气氛\n[医] 大气; 大气压",2217
atom,'ætәm,"n. 原子, 核能, 微粒, 微量\n[计] 原子",5184
atomic,ә'tɒmik,"a. 原子的, 原子能的\n[医] 原子的",5438
atomization,.ætәumai'zeiʃәn,"n. 粉碎, 以原子弹轰炸, 雾化\n[化] 原子化; 雾化",38042
atrophy,'ætrәfi,"n. 萎缩, 萎缩症\n[医] 萎缩",19731
attach,ә'tætʃ,"vt. 附上, 使依附, 使附属, 使喜爱, 系, 缚\nvi. 附属, 归属, 联系在一起\n[计] 挂接服务器命令, 关联, 挂接, 附加",2320
attached,ә'tætʃt,"a. 附加的；依恋的, 充满爱心的",14684
attachment,ә'tʃætʃmәnt,"n. 连接, 附属物, 连接物, 爱慕\n[计] 附加, 附件",5689
attain,ә'tein,"vt. 达到, 获得\nvi. 达到",5323
attainment,ә'teinmәnt,n. 达到,10837
attempt,ә'tempt,"n. 尝试, 企图\nvt. 尝试, 企图",1227
attend,ә'tend,"vt. 参加, 照料, 伴随\nvi. 专心于, 照顾, 服侍, 出席",1168
attendance,ә'tendәns,"n. 出席, 出席的人数, 照料\n[法] 管理, 照料, 资助",4433
attendant,ә'tendәnt,"n. 随从, 侍者, 出席者\na. 侍候的, 伴随的, 出席的, 在场的",5430
attention,ә'tenʃәn,"n. 注意, 注意力\n[计] 引起注意信号",591
attire,ә'taiә,"n. 服装, 盛装\nvt. 使穿衣, 打扮",10764
attorney,ә'tә:ni,"n. 代理人, 律师\n[经] 律师, 代理人",1069
attract,ә'trækt,"vt. 吸引, 诱惑\nvi. 有吸引力",1867
attraction,ә'trækʃәn,"n. 吸引, 吸引人的事物, 吸引力\n[医] 吸引",3800
attractive,ә'træktiv,"a. 吸引人的, 有魅力的\n[法] 有吸引力的, 有迷惑力的",2811
attribute,ә'tribju:t,"n. 属性, 标志, 定语\nvt. 把...归于, 认为...属于\n[计] 属性",3346
attrition,ә'triʃәn,"n. 摩擦, 磨损\n[医] 擦除术; 磨耗",11848
audacious,ɒ:'deiʃәs,"a. 大胆的, 鲁莽的, 胆大妄为的",16335
audible,'ɒ:dәbl,a. 听得见的\n[电] 可闻的,10350
audience,'ɒ:diәns,"n. 听众, 观众, 读者\n[法] 听讼, 观众, 听众",1074
audit,'ɒ:dit,"n. 审计, 查帐\nvt. 查(帐), 旁听\nvi. 查账\n[计] 查帐; 审查; 检查",5503
audition,ɒ:'diʃәn,"n. 听, 听力, 试听\n[计] 审计命令",10280
auditor,'ɒ:ditә,"n. 审计员, 听者, 旁听生\n[经] 审计(查帐)员, 审计师, 会计检查员",7264
auditorium,.ɒ:di'tɒ:riәm,"n. 听众席, 礼堂\n[医] 大讲堂, 大会堂",9580
auditory,'ɒ:ditәri,"a. 听觉的, 听觉器官的\n[医] 听[音]的, 听觉的",10885
auger,'ɒ:gә,"n. 螺旋钻, 木螺钻\n[机] 木螺钻",21561
augment,ɒ:g'ment,"v. 增加, 增长\n[计] 增加; 增量; 添加",9113
aura,'ɒ:rә,"n. 气氛, 气味\n[医] 先兆",8108
aurora,ɒ:'rɒ:rә,"n. 曙光, 极光, 奥罗拉(曙光女神)\n[电] 极光",18136
auspice,'ɒ:spis,"n. 吉兆, 占卜, 赞助",12999
auspices,'ɔ:spisiz,"n. 赞助, 主办, 保护",0
auspicious,ɒ:'spiʃәs,"a. 吉兆的, 幸运的",19908
austerity,ɒ'sterәti,"n. 朴素, 苦行, 严格, 严峻",14652
authentic,ɒ:'θentik,"a. 可靠的, 可信的, 真正的\n[法] 被认证的, 确认的, 可信的",5000
authenticate,ɒ:'θentikeit,"vt. 证明可信, 证实为真, 使具法律效力\n[法] 认证, 鉴定, 证明",19855
authoritative,ɒ:'θɒritәtiv,"a. 权威性的, 官方的, 命令式的\n[法] 官方的, 当局的, 权威的",9152
authority,ɒ:'θɒriti,"n. 权力, 当权者, 当局, 权威, 专家\n[经] 代理权, 授权, 权威",832
authorize,'ɒ:θәraiz,"vt. 授权, 批准, 委托\n[经] 授权, 委任, 认可",4767
autobiographical,ɔ:tәjbaiә'^ræfik(ә)l,"a. 自传的, 自传体的",11535
autobiography,.ɒ:tәubai'ɒgrәfi,n. 自传,7011
autocrat,'ɒ:tәkræt,n. 独裁者,26254
automated,,a. 自动化的；机械化的,8095
automatic,.ɒ:tә'mætik,"n. 自动手枪, 自动机械\na. 自动的, 机械的, 必然的, 无意识的",4045
automotive,.ɒ:tәu'mәutiv,a. 汽车的,8714
autonomous,ɒ:'tɒnәmәs,a. 自治的\n[医] 自主的,7499
autonomy,ɒ:'tɒnәmi,"n. 自治, 自治权\n[医] 自主性",4712
autopsy,'ɒ:tәpsi,"n. 验尸\n[医] 尸体解剖, 尸体剖检",7782
auxiliary,ɒ:g'ziljәri,"n. 辅助者, 辅助物, 附属机构, 助动词\na. 辅助的, 备用的",13990
available,ә'veilәbl,"a. 可利用的, 可获得的, 有效的\n[医] 有效的, 可得的",622
avalanche,'ævәlɑ:ntʃ,"n. 雪崩, 山崩, 大量\nvi. 崩塌\nvt. 大量涌至",10113
avant-garde,.ævɔŋ'ɡɑ:d,n. 先锋派；前卫派,0
avarice,'ævәris,n. 贪婪,27046
avaricious,.ævә'riʃәs,a. 贪婪的,31040
avenue,'ævәnju:,"n. 大街, 途径, 林荫路",5320
average,'ævәridʒ,"n. 平均, 平均数, 一般水平, 海损\na. 平均的, 中等的, 平常的\nvt. 算出...平均数, 平均做, 均分, 使平衡\nvi. 平均为, 呈中间色",1299
averse,ә'vә:s,"a. 不愿意的, 反对的",20377
aversion,ә'vә:ʃәn,"n. 厌恶, 讨厌的事, 讨厌的人\n[医] 厌恶, 移转, 移位",12694
avert,ә'vә:t,"vt. 转开, 避免, 防止",7555
aviation,.eivi'eiʃәn,"n. 航空, 航空学, 飞行术\n[法] 航空, 飞行, 飞行术",7923
aviator,'eivieitә,n. 飞行员,15541
avid,'ævid,"a. 渴望的, 急切的, 劲头十足的",8676
avocation,.ævәu'keiʃәn,"n. 副业, 嗜好\n[法] 法院之间诉讼的转移, 职业, 本职",25485
avocational,,业余爱好的\n副业的,38611
avoid,ә'vɒid,"vt. 避免, 防止, 撤消\n[法] 避免, 回避, 躲开",908
avoidable,ә'vɒidәbl,"a. 可避免的\n[法] 可作为无效的, 可回避的, 可避免的",23370
avoidance,ә'vɒidәns,"n. 避免, 避开, 逃避\n[经] 回避, 废止, 宣告无效",9140
avouch,ә'vautʃ,"v. 断言, 主张, 保证, 承认",0
avow,ә'vau,"vt. 坦率承认, 断言\n[法] 公开宣称, 声明, 供认",27261
aware,ә'wєә,"a. 知道的, 有觉悟的",1439
awareness,ә'weәnis,"n. 意识, 认识\n[计] 识别, 议定, 明白",2784
awe,ɒ:,n. 敬畏\nvt. 使敬畏,7103
awkward,'ɒ:kwәd,"a. 笨拙的, 棘手的",4992
awkwardly,,adv. 笨拙地；无技巧地,10600
axe,,"n. 斧, 斧头\nvt. 削减(人员、经费、计划、机构等)",11388
